"app_num"	"name"	"triggerIDs"	"actionIDs"	"id"	"installs_count"	"author"
"3337"	"Show a notice on Glance clock when your SkyBell rings"	"['1413']"	"['878']"	"VTPvwiXj"	"8"	"Glance clock"
"3338"	"We get early up at working days.."	"['92']"	"['1417']"	"sGPV9bz8"	"9"	"ronnymees"
"3339"	"When somebody rings the doorbell, turn on lights and camera, send me an email"	"['1413']"	"['59', '876', '45']"	"td9N3GsW"	"105"	"SkyBell HD"
"3340"	"Turn light on when someone's at your door"	"['1393']"	"['59']"	"vfQzJMiH"	"187"	"skybell_hd"
"3341"	"SkyBell HD motion then turn WEMO switch on/off"	"['1393']"	"['799']"	"Px9gLHcK"	"6"	"ace36171"
"3342"	"Start Skybell video record when motion is detected"	"['1206']"	"['876']"	"nG2ExNpH"	"16"	"jdang3"
"3343"	"Send email from gmail when a visitor presses my doorbell"	"['1413']"	"['665']"	"FA92wimK"	"78"	"skybell_hd"
"3345"	"Brew coffee by asking Alexa"	"['1186']"	"['211']"	"evfKuWEn"	"363"	"Smarter"
"3346"	"Brew coffee by asking Google Assistant"	"['27']"	"['211']"	"eHqja5mp"	"272"	"Smarter"
"3347"	"Boil the kettle by asking Alexa"	"['1186']"	"['812']"	"X8DrawbG"	"436"	"Smarter"
"3348"	"Boil your iKettle with Button"	"['29']"	"['812']"	"QfQEjDqY"	"306"	"Smarter"
"3350"	"Boil your iKettle by asking Google Assistant"	"['27']"	"['812']"	"p43YVUEQ"	"393"	"Smarter"
"3351"	"Tea anyone?"	"['607']"	"['665']"	"zcVpAjHZ"	"1"	"Smarter"
"3353"	"Text me when my iKettle has boiled"	"['607']"	"['7']"	"FyGNMZur"	"19"	"Smarter"
"3354"	"Blink your Hue lights when your coffee is ready"	"['1419']"	"['63']"	"LKRaWFfs"	"110"	"Smarter"
"3355"	"Pulse the light when coffee has finished brewing"	"['1419']"	"['661', '1340']"	"MwUjJ79H"	"0"	"WiZ"
"3356"	"Display a message on your Glance Clock when your iKettle boils"	"['607']"	"['878']"	"MZCPyT47"	"8"	"Smarter"
"3357"	"When your iKettle has boiled, change your Hue lights to a random colour and get a text message!"	"['607']"	"['1420', '7']"	"spRHmkC5"	"5"	"Smarter"
"3358"	"Say ''OK Google, Open Garage'' to open Garage"	"['27']"	"['910']"	"ZZMFCNU9"	"448"	"jaredt37"
"3359"	"Call to open your Nexx Garage"	"['475']"	"['910']"	"eY6Jtjad"	"2"	"woopla phone calls"
"3360"	"Call to close your Nexx Garage"	"['475']"	"['1421']"	"bMgQzXvK"	"1"	"woopla phone calls"
"3361"	"Wake me up with a dimmed LightwaveRF Dimmer in the morning"	"['23']"	"['924']"	"eBTRJF7a"	"24"	"LightwaveRF Lighting"
"3362"	"Alexa turn on Lightwave RF light"	"['1186']"	"['923']"	"sFeVkCRb"	"48"	"ric27"
"3363"	"Turn off a LightwaveRF Dimmer when you leave home"	"['41']"	"['1422']"	"bapD83tU"	"48"	"LightwaveRF Lighting"
"3364"	"Turn off lights at Sunrise"	"['89']"	"['1422']"	"SAmkR6X8"	"36"	"jonathanhopkins"
"3365"	"Alexa and Lightwave Light Timer"	"['194']"	"['923']"	"KQ5MdgbT"	"10"	"brianwoan"
"3366"	"Alexa turn off Lightwave RF light"	"['1186']"	"['1422']"	"S84wrEfJ"	"20"	"ric27"
"3367"	"Turn off a LightwaveRF Dimmer when my Nest Thermostat gets set to Away"	"['60']"	"['1422']"	"TzZByPKS"	"10"	"LightwaveRF Lighting"
"3368"	"Turn off lights at 1am, in the week"	"['92']"	"['1422']"	"VYZ9Dvuw"	"97"	"thebespokepixel"
"3369"	"If tado° switches to home mode at night in winter, turn on my LightwaveRF smart device"	"['373']"	"['923']"	"Tu8inQPZ"	"8"	"craigrouse1"
"3370"	"Say ''OK Google, I am cold'' to switch on the heating"	"['27']"	"['925']"	"K5N4pJ2z"	"358"	"accarrasco"
"3371"	"Tell Alexa to switch on your heating"	"['1186']"	"['925']"	"mdLZUxPW"	"331"	"vSMART/eRELAX"
"3372"	"Turn my heating off when I leave home"	"['41']"	"['1423']"	"hejzJsrX"	"157"	"vSMART/eRELAX"
"3373"	"Send me an email to let me know my thermostats batteries are low"	"['1424']"	"['45']"	"S7AprKud"	"632"	"vSMART/eRELAX"
"3374"	"Welcome home"	"['34']"	"['1425', '59']"	"RTm6tvSD"	"16"	"vSMART/eRELAX"
"3375"	"Boost your hot water when you leave the gym"	"['41']"	"['1426']"	"sPraMtsZ"	"6"	"vSMART/eRELAX"
"3376"	"Switch your heating off when your windows or doors are left open"	"['1427']"	"['1423']"	"nzMX8H7n"	"1"	"vSMART/eRELAX"
"3377"	"Alexa+sonos+hue loop"	"['1186']"	"['313', '2']"	"dhyndb2T"	"172"	"vromano324"
"3378"	"Stop Sonos and turn off your Hue lights with one press of the button"	"['29']"	"['209', '24']"	"FCLsDWkF"	"369"	"melgert"
"3379"	"Start Sonos and turn on your Hue lights with one press of the button"	"['29']"	"['2', '300', '59', '315']"	"rFGfBWyH"	"330"	"melgert"
"3380"	"Volume Down"	"['132']"	"['779']"	"DtUzPHhu"	"24"	"Knocki"
"3381"	"Play Stream"	"['132']"	"['81']"	"GtDim5Eg"	"26"	"Knocki"
"3382"	"Play Favorite"	"['132']"	"['2']"	"abaTN9tJ"	"82"	"Knocki"
"3383"	"Turn Off Media"	"['41']"	"['209', '42']"	"SsRzZ5Ed"	"6"	"kimnorvard"
"3384"	"Turn Off Media and Lights"	"['41']"	"['42', '209', '24']"	"QiW7ZLTA"	"1"	"kimnorvard"
"3386"	"Ask Alexa to call your phone"	"['1186']"	"['252']"	"Jvrs5PiH"	"32636"	"IFTTT"
"3387"	"Motivating wake up call!"	"['23']"	"['252']"	"UXJvgRWb"	"5108"	"grmngrl"
"3388"	"Ask Google Assistant to call your phone"	"['27']"	"['252']"	"bJeXCpSr"	"4013"	"IFTTT"
"3389"	"If Arlo detects motion, call my phone"	"['165']"	"['252']"	"JdGRpXny"	"1835"	"arlo_netgear"
"3390"	"Call your phone when your Amazon Alexa alarm goes off"	"['1222']"	"['252']"	"Y3fWvBGw"	"760"	"IFTTT"
"3391"	"Ask Alexa to turn ringer on and call your phone"	"['1186']"	"['329', '252']"	"c3Pyusbv"	"7612"	"shoguy"
"3392"	"Avoid People"	"['29']"	"['252', '329']"	"BfKaFUSP"	"460"	"tjsauers525"
"3393"	"Find your lost phone."	"['27']"	"['329', '252', '279']"	"mjHvEmX3"	"2414"	"irudzko74"
"3396"	"Get a call when you alarm is activated"	"['33']"	"['252']"	"RSM7ptZu"	"655"	"henryesparza66"
"3397"	"Google assistant phone finder (Android only)"	"['27']"	"['329', '252']"	"ACTbmDUv"	"1642"	"mike_soel"
"3399"	"Find my phone"	"['1186']"	"['329', '295', '252', '296']"	"PrgXBT5t"	"1834"	"barrpet"
"3400"	"Call and email me when moisture is detected"	"['601']"	"['252', '45']"	"im6FqC9y"	"448"	"barnes21bb"
"3401"	"Hotel Wakeup Call"	"['594']"	"['252']"	"QCeJmfgT"	"548"	"ifttt_deleted_users"
"3404"	"When Too Hot, Call Me"	"['1431']"	"['252']"	"ANTiPcBQ"	"45"	"Wireless Tag"
"3405"	"Call Me When Door Is Open"	"['1432']"	"['252']"	"ADMKJNw4"	"16"	"Wireless Tag"
"3406"	"Call Me When Tag Is Moved"	"['1433']"	"['252']"	"vNrRGgcC"	"11"	"Wireless Tag"
"3407"	"Have your phone called when your Amazon Alexa timer goes off"	"['194']"	"['252']"	"cJxyziFp"	"314"	"IFTTT"
"3408"	"Call phone when doorbell rings"	"['137']"	"['252']"	"C7nZ8LzN"	"15"	"amcallister123"
"3409"	"Call your phone"	"['132']"	"['252']"	"hdJzZpN5"	"41"	"Knocki"
"3410"	"Get a phone call alert when a door is opened during sleeping hours"	"['1427']"	"['252']"	"vs2NuKkR"	"364"	"SmartThings"
"3411"	"Call Me When Too Wet"	"['1434']"	"['252']"	"GbU3eVLS"	"8"	"Wireless Tag"
"3417"	"Tell Alexa to brew you a cup of coffee with WeMo Coffeemaker"	"['1186']"	"['611']"	"yfPbiAEL"	"61"	"Amazon"
"3418"	"Amazon Echo Alarm makes Coffee"	"['1222']"	"['611']"	"LYjZeXNK"	"24"	"larrycable"
"3419"	"Brew Coffee With Google Assistant"	"['27']"	"['611']"	"cu4yJfrv"	"3"	"craigtut"
"3420"	"Play a spoken notification when your WeMo Coffeemaker filter needs to be replaced"	"['1436']"	"['734']"	"HMguxRBW"	"0"	"Philips HearLink"
"3422"	"The Ultimate Wake-up Button"	"['127']"	"['77', '611', '228', '111']"	"Nrhz8uMQ"	"0"	"Flic"
"3425"	"Wet dog mode for Honeywell evohome"	"['374']"	"['816']"	"fJPTRyKq"	"6"	"rob_whitney"
"3426"	"Verwarming aan als ik bijna thuis ben"	"['34']"	"['816']"	"tUeZtWiz"	"118"	"harrydej"
"3427"	"Every day at __:__ turn the hot water on"	"['23']"	"['940']"	"MGnPuSK8"	"11"	"honeywell"
"3428"	"Elke dag op gekozen tijd, verwarming in afwezig modus."	"['23']"	"['938']"	"kn2hUvWG"	"3"	"fritsvanderende"
"3429"	"Elke dag op gekozen tijd, de snel functies uitschakelen"	"['23']"	"['939']"	"YRvBgMfa"	"10"	"fritsvanderende"
"3430"	"Tell Alexa to turn on bed warming"	"['1186']"	"['869']"	"iQGCJc6P"	"1157"	"Eight"
"3431"	"Turn on your Hue lights when your Eight alarm goes off"	"['936']"	"['59']"	"HMYSg5nv"	"486"	"Eight"
"3432"	"Setup your sleep environment with Eight Night Mode"	"['1226']"	"['315', '197', '228']"	"i9xDcnT2"	"38"	"Eight"
"3433"	"Turn on bed warming if room temperature gets too cold"	"['1003']"	"['869']"	"rcMFN4GR"	"277"	"Eight"
"3434"	"Mute your Android phone when setting Eight to Night Mode"	"['1226']"	"['197']"	"pdEBkhqj"	"117"	"Eight"
"3435"	"Turn off your Hue lights when setting Eight to night mode"	"['1226']"	"['24']"	"QyArjDWG"	"421"	"Eight"
"3438"	"Alexa, turn on Aros Air Conditioner"	"['1186']"	"['949']"	"akDdKsaH"	"27"	"alisoncastle"
"3439"	"Alexa, turn off Aros Air Conditioner"	"['1186']"	"['1437']"	"zKwtz2Th"	"35"	"alisoncastle"
"3440"	"If it rises above ___ degrees outside then turn your A/C on"	"['8']"	"['949']"	"Rc2JFhwt"	"99"	"quirky"
"3443"	"Be sure that your garage door is closed every night"	"['23']"	"['1438']"	"wsxHBRFA"	"54"	"Gogogate"
"3444"	"Open garage door using Google Assistant"	"['27']"	"['1439']"	"xnyStbu3"	"64"	"Gogogate"
"3445"	"Open garage door using Amazon Alexa"	"['1186']"	"['1439']"	"ScpWuLmD"	"46"	"Gogogate"
"3446"	"Close garage door using Google Assistant"	"['27']"	"['1438']"	"ASgXEVUY"	"55"	"Gogogate"
"3447"	"Close garage door using Amazon Alexa"	"['1186']"	"['1438']"	"A6cDE4bF"	"38"	"Gogogate"
"3448"	"When I arrive at my house, open my garage door"	"['34']"	"['1439']"	"f9yztAiT"	"14"	"Gogogate"
"3449"	"When I leave my house, close my garage door"	"['41']"	"['1438']"	"LCrxBYG7"	"9"	"Gogogate"
"3450"	"Open your garage door"	"['29']"	"['1439']"	"GuaeTmNn"	"1216"	"jamisonross"
"3451"	"Close your garage door"	"['29']"	"['1438']"	"eAegUbYM"	"1005"	"jamisonross"
"3452"	"auto door close"	"['94']"	"['1438']"	"Q2Mbwn3E"	"150"	"michaeladams11"
"3453"	"Every Hour between 9PM and 7AM Close the Gate"	"['94']"	"['1438']"	"t52SXCDV"	"153"	"gregbazar"
"3456"	"When it starts to rain, close my garage door"	"['374']"	"['1438']"	"dPTvW9Hg"	"48"	"dennis1470319254"
"3457"	"Open Main Gate at 6am"	"['92']"	"['1439']"	"k3dMhKzQ"	"13"	"helpdesk35"
"3458"	"Open garage door 3 every day at specific time"	"['23']"	"['1439']"	"UKGCELxb"	"1"	"Gogogate"
"3459"	"Turn off your Wi-Fi when you go to bed"	"['1186']"	"['958']"	"NCDKMZcX"	"85"	"ASUS Router"
"3460"	"Turn off your Wi-Fi for family time"	"['23']"	"['958']"	"yLWieENC"	"52"	"ASUS Router"
"3461"	"Turn on your Wi-Fi when you get home"	"['34']"	"['1440']"	"kRX8uJQf"	"161"	"ASUS Router"
"3462"	"Blink your Philips Hue lights when your spouse gets home"	"['934']"	"['63']"	"uJ4MLvdG"	"62"	"ASUS Router"
"3463"	"Call your phone when a specific device connects to your ASUS Router"	"['934']"	"['252']"	"TT8P2rwE"	"16"	"ASUS Router"
"3469"	"Call someone when SafeTrek fires an alarm."	"['1442']"	"['863']"	"CyFZE4bx"	"4"	"woopla phone calls"
"3472"	"Turn on the lights to bright daylight if an alarm is triggered"	"['1442']"	"['58']"	"TSvYGPFQ"	"2"	"WiZ"
"3473"	"Show selected app on your Glance Clock"	"['1186']"	"['1443']"	"SDZevK5R"	"17"	"Glance clock"
"3474"	"Notify me if it starts raining outside"	"['1444']"	"['878']"	"YKH3chN9"	"5"	"Glance clock"
"3475"	"Show selected app on your Glance Clock"	"['29']"	"['1443']"	"Mi7yCDKN"	"36"	"Glance clock"
"3478"	"Show that a timer has gone off on Glance Clock"	"['194']"	"['878']"	"W8BHwXMn"	"121"	"Glance clock"
"3479"	"Get altered on Glance Clock when motion detected"	"['165']"	"['878']"	"xmwErXAc"	"4"	"Glance clock"
"3481"	"Show the current time at a specific time on Glance Clock"	"['23']"	"['878']"	"a3ubzi5V"	"59"	"Glance clock"
"3482"	"Notify me if the indoor temperature rises above a threshold"	"['245']"	"['878']"	"XTy6qxBH"	"10"	"Glance clock"
"3483"	"Notify me if the indoor temperature drops below a threshold"	"['1003']"	"['878']"	"enqJ8bWG"	"7"	"Glance clock"
"3485"	"Show a message on Glance Clock when SmartThings device is opened"	"['1427']"	"['878']"	"sVNnf2KD"	"8"	"Glance clock"
"3487"	"Show the current weather condition and forecast for today on Glance Clock"	"['594']"	"['878', '1447']"	"XQKX2Rhw"	"-158"	"Glance clock"
"3488"	"Show the outdoor temperature on Glance Clock if it rises above defined value"	"['8']"	"['878']"	"f3NcZLGs"	"47"	"Glance clock"
"3489"	"Switch on a device using Alexa"	"['1186']"	"['991']"	"fSedikYf"	"62"	"Hager IoT"
"3490"	"Switch off a device using Alexa"	"['1186']"	"['1448']"	"ySY4FEwJ"	"48"	"Hager IoT"
"3491"	"Run Good Morning scene every morning"	"['23']"	"['990']"	"PxWzfpCu"	"10"	"Hager IoT"
"3492"	"Switch off a device when it's daylight"	"['89']"	"['1448']"	"i4pMk6ac"	"11"	"Hager IoT"
"3493"	"When I get close to home, run Welcome Home scene"	"['34']"	"['990']"	"CifhYCpQ"	"26"	"Hager IoT"
"3495"	"Ask Amazon Alexa to launch a TaHoma scene"	"['1186']"	"['1002']"	"QyTHCbN7"	"0"	"TaHoma North America"
"3496"	"When you get home, launch a TaHoma scene"	"['34']"	"['1002']"	"vsryhm8L"	"0"	"TaHoma North America"
"3497"	"When you leave home, launch a TaHoma scene"	"['41']"	"['1002']"	"g4KibDgp"	"0"	"TaHoma North America"
"3498"	"When the wind is too strong , launch a TaHoma scene"	"['99']"	"['1002']"	"hRHDiBEr"	"0"	"TaHoma North America"
"3499"	"At a specific time of the year, launch a TaHoma scene"	"['149']"	"['1002']"	"Mr5YEdn6"	"0"	"TaHoma North America"
"3500"	"When the temperature is too low, launch a TaHoma scene"	"['26']"	"['1002']"	"NtXTqeLV"	"0"	"TaHoma North America"
"3501"	"When the UV index rises too high, launch a TaHoma scene"	"['243']"	"['1002']"	"nFm26epQ"	"0"	"TaHoma North America"
"3502"	"When the temperature rises too high, launch a TaHoma  scene"	"['8']"	"['1002']"	"WxX4q9pj"	"0"	"TaHoma North America"
"3503"	"When your Android phone connects to your WiFi, launch a TaHoma scene"	"['287']"	"['1002']"	"Fuf356wX"	"0"	"TaHoma North America"
"3504"	"When your Android phone disconnects from your WiFi, launch a TaHoma Scene"	"['690']"	"['1002']"	"T5XCRSF6"	"0"	"TaHoma North America"
"3505"	"''Alexa, trigger SpotCam on''"	"['1186']"	"['752']"	"buL8GEwi"	"123"	"SpotCam"
"3506"	"''Alexa, trigger SpotCam off''"	"['1186']"	"['754']"	"gQZBq4Xs"	"97"	"SpotCam"
"3509"	"Turn on SpotCam when you are away"	"['1267']"	"['752']"	"p5xi3DNS"	"0"	"SpotCam"
"3510"	"''Alexa, trigger SpotCam alert on''"	"['1186']"	"['753']"	"zkHdwZ75"	"21"	"SpotCam"
"3511"	"''Alexa, trigger SpotCam snapshot''"	"['1186']"	"['757']"	"Fi6QC2kD"	"11"	"SpotCam"
"3512"	"''Alexa, trigger SpotCam alert off''"	"['1186']"	"['1449']"	"SVGjiYBP"	"10"	"SpotCam"
"3513"	"Turn off SpotCam when you are home"	"['954']"	"['754']"	"hvhTJjUr"	"1"	"SpotCam"
"3514"	"Turn on Lifx when SpotCam detect sound"	"['684']"	"['144']"	"mEHrawCs"	"0"	"SpotCam"
"3515"	"Turn on Lifx when SpotCam detect motion"	"['685']"	"['144']"	"mkuhBfpJ"	"0"	"SpotCam"
"3516"	"Turn on SpotCam alert when you are away"	"['1267']"	"['753']"	"bidMGsib"	"0"	"SpotCam"
"3517"	"Turn off Lifx when SpotCam detect sound"	"['684']"	"['145']"	"WgZRhxHN"	"0"	"SpotCam"
"3518"	"Turn off Lifx when SpotCam detect motion"	"['685']"	"['145']"	"wiiTAA5w"	"0"	"SpotCam"
"3519"	"Turn off SpotCam alert when you are home"	"['954']"	"['1449']"	"cCnX2Nid"	"0"	"SpotCam"
"3520"	"Make Lifx blink when SpotCam detect sound"	"['684']"	"['780']"	"9EW9URq7"	"1"	"SpotCam"
"3521"	"Dim Philips Hue when SpotCam detect sound"	"['684']"	"['315']"	"uNe67Jps"	"0"	"SpotCam"
"3522"	"Dim Philips Hue when SpotCam detect motion"	"['685']"	"['315']"	"T8if4gyv"	"0"	"SpotCam"
"3523"	"Make Lifx blink when SpotCam detect motion"	"['685']"	"['780']"	"5WNCtNZz"	"4"	"SpotCam"
"3524"	"Turn on SpotCam if a water leak is detected"	"['1450']"	"['752']"	"cBCaCsxv"	"0"	"SpotCam"
"3525"	"Ask Google Assistant to turn on your SpotCam"	"['27']"	"['752']"	"RA4jasz6"	"18"	"SpotCam"
"3526"	"Turn on Wemo Switch when SpotCam detect sound"	"['684']"	"['727']"	"XwK3ksgu"	"0"	"SpotCam"
"3528"	"Turn on Philips Hue when SpotCam detect sound"	"['684']"	"['59']"	"hdkJktXp"	"1"	"SpotCam"
"3529"	"Ask Google Assistant to turn off your SpotCam"	"['27']"	"['754']"	"nqUShBmj"	"16"	"SpotCam"
"3530"	"Ask Google Assistant to turn on SpotCam alert"	"['27']"	"['753']"	"mzKHinMZ"	"7"	"SpotCam"
"3531"	"Turn on Philips Hue when SpotCam detects Human"	"['1451']"	"['59']"	"tGVnFQ3x"	"0"	"SpotCam"
"3532"	"Ask Google Assistant to turn off SpotCam alert"	"['27']"	"['1449']"	"gP7eGYQZ"	"7"	"SpotCam"
"3533"	"Turn on Philips Hue when SpotCam detect motion"	"['685']"	"['59']"	"h9UAj4XQ"	"7"	"SpotCam"
"3534"	"Turn off Philips Hue when SpotCam detect sound"	"['684']"	"['24']"	"F5AAZ44s"	"0"	"SpotCam"
"3536"	"Turn off Wemo Switch when SpotCam detect sound"	"['684']"	"['217']"	"FxLGXLsC"	"0"	"SpotCam"
"3537"	"Turn off Wemo Switch when SpotCam detect motion"	"['685']"	"['217']"	"VVNXzeDa"	"0"	"SpotCam"
"3539"	"Turn off Philips Hue when SpotCam detect motion"	"['685']"	"['24']"	"jvhjwSUn"	"1"	"SpotCam"
"3541"	"Benutze Alexa um ein Programm oder Szene auszulösen."	"['1186']"	"['1033']"	"zhrR8vGe"	"64"	"coqon"
"3542"	"Schließe deine Rollläden, wenn es zu warm im Raum ist."	"['8']"	"['1033']"	"BABqkpgS"	"10"	"coqon"
"3543"	"Führe eine Aktion in COQON aus, wenn die Sonne aufgeht."	"['89']"	"['1033']"	"Aad3cerZ"	"1"	"coqon"
"3544"	"Schalte deine Leuchten aus wenn du dein Zuhause verlässt."	"['41']"	"['1033']"	"ee6BwDsG"	"17"	"coqon"
"3548"	"Schalte diverse Beleuchtungen in meinem Haus an, wenn ich nach Hause komme."	"['34']"	"['1033']"	"vskPdMxq"	"0"	"coqon"
"3550"	"Benutze das Ende eines Kalendereintrag um in COQON ein Programm oder eine Szene auszuführen."	"['472']"	"['1033']"	"BcLGg3R8"	"0"	"coqon"
"3551"	"Benutze den Start eines Kalendereintrag um in COQON ein Programm oder eine Szene auszuführen."	"['100']"	"['1033']"	"cL62Sh9t"	"0"	"coqon"
"3552"	"Use Amazon Alexa to activate Skyroam daypass"	"['1186']"	"['1453']"	"jSuZx4Vs"	"88"	"Skyroam WiFi"
"3553"	"Play your music on your Android Smartphone"	"['1035']"	"['112']"	"qaC4pUhW"	"63"	"Skyroam WiFi"
"3554"	"Use Google Assistant to activate Skyroam daypass"	"['27']"	"['1453']"	"twkWYGFP"	"57"	"Skyroam WiFi"
"3556"	"Keep log of your location on Evernote"	"['1035']"	"['673']"	"btRbPAfq"	"6"	"Skyroam WiFi"
"3557"	"Mute ringtone on your Android Smartphone"	"['1035']"	"['197']"	"uWCyLrcw"	"4"	"Skyroam WiFi"
"3559"	"Add a new Reminder on your iOS Smartphone"	"['1035']"	"['341']"	"Su4xkibg"	"21"	"Skyroam WiFi"
"3560"	"Launch Google Maps on your Android Smartphone"	"['1035']"	"['1455']"	"cSLcze43"	"15"	"Skyroam WiFi"
"3562"	"Automatically activate a daypass when you are at a specific location"	"['34']"	"['1453']"	"JijnFNb5"	"32"	"Skyroam WiFi"
"3563"	"Security goes to Arm Night Stay mode when you hit ''start sleep'' on smart pillow."	"['1040']"	"['1041']"	"d5pFdZMY"	"0"	"Total Connect 2.0"
"3564"	"Sonos Will Start When You Come Home"	"['13']"	"['81']"	"FBzKijeZ"	"0"	"Total Connect 2.0"
"3565"	"Ask Alexa to start your AL-KO Robolinho® (start mowing)"	"['1186']"	"['1051']"	"eKGgWLNu"	"3"	"AL-KO Smart Garden"
"3567"	"Ask Google Assistant to send Robolinho® home (stop mowing)"	"['27']"	"['817']"	"fQ8NiHBn"	"9"	"AL-KO Smart Garden"
"3569"	"Send your robot mower Robolinho® mowing every day at sunrise"	"['89']"	"['1051']"	"pMjptybW"	"1"	"AL-KO Smart Garden"
"3570"	"Notify me, when my robot mower Robolinho® has finished mowing"	"['102']"	"['37']"	"xp8qEuHX"	"4"	"AL-KO Smart Garden"
"3571"	"Send robot mower Robolinho® home (stop mowing) when I arrive at home"	"['34']"	"['817']"	"hgJUTLvh"	"-1"	"AL-KO Smart Garden"
"3572"	"Send robot mower Robolinho® to work (start mowing), when I leave home"	"['41']"	"['1051']"	"bErt39ja"	"4"	"AL-KO Smart Garden"
"3573"	"Ask Alexa via voice command to stop your AL-KO Robolinho® (stop mowing)."	"['1186']"	"['817']"	"sXHpVF5e"	"1"	"AL-KO Smart Garden"
"3574"	"Create a Google calendar event, when robot mower Robolinho® starts mowing"	"['103']"	"['111']"	"G39sbfcE"	"1"	"AL-KO Smart Garden"
"3575"	"Pause watering with RainMachine, when robot mower Robolinho® starts mowing"	"['103']"	"['1456']"	"BuwMDARF"	"0"	"AL-KO Smart Garden"
"3576"	"Resume watering with RainMachine, when robot mower Robolinho® stops mowing"	"['102']"	"['1457']"	"BuVhZTWc"	"0"	"AL-KO Smart Garden"
"3577"	"Create a Google calendar event, when robot mower Robolinho® finished mowing"	"['102']"	"['111']"	"xRiV6AW5"	"1"	"AL-KO Smart Garden"
"3578"	"Notify me via E-Mail, when my robot mower Robolinho® has lost WiFi connection"	"['1458']"	"['45']"	"FRUqGP3H"	"1"	"AL-KO Smart Garden"
"3579"	"Start robot mower Robolinho® (start mowing) when pressing a button in the button widget"	"['29']"	"['1051']"	"BWH2hRpX"	"1"	"AL-KO Smart Garden"
"3580"	"Send robot mower Robolinho® to work, when Netatmo weather station no longer detects rain"	"['1459']"	"['1051']"	"N7e6Kdsb"	"0"	"AL-KO Smart Garden"
"3581"	"Tell Alexa to switch on my heating"	"['1186']"	"['1460']"	"JrmL2zAK"	"122"	"MiGo"
"3582"	"Turn my heating off when I leave home"	"['41']"	"['1461']"	"NiCcJpfz"	"28"	"MiGo"
"3583"	"Send me an email to let me know my thermostat's batteries are low"	"['1462']"	"['45']"	"txSV3CFb"	"164"	"MiGo"
"3584"	"When I arrive home switch back to my usual schedule"	"['34']"	"['1463']"	"UnvgW3ER"	"34"	"MiGo"
"3585"	"Welcome home"	"['34']"	"['1463', '59']"	"kCYK8bu3"	"1"	"MiGo"
"3586"	"Boost my hot water when I leave the gym"	"['41']"	"['1464']"	"yLuhv6qA"	"4"	"MiGo"
"3587"	"Switch my heating off when my windows or doors are left open"	"['1427']"	"['1461']"	"RNWJaAXr"	"0"	"MiGo"
"3588"	"Party Mode"	"['1186']"	"['313', '1460']"	"jsBd6KXv"	"1"	"MiGo"
"3589"	"Control Wink shortcuts with Alexa"	"['1186']"	"['309']"	"LEsnfdjS"	"2331"	"Wink: Shortcuts"
"3590"	"Turn on my lights"	"['29']"	"['309']"	"WkGfdJ8H"	"2125"	"wink"
"3591"	"When iPhone senses you're home, turn on lights"	"['34']"	"['309']"	"R7DjmaAV"	"1316"	"wink"
"3592"	"At sunset, activate a Wink shortcut"	"['44']"	"['309']"	"dLbc3p4J"	"318"	"Wink: Shortcuts"
"3593"	"Goodnight (Wink + Harmony)"	"['27']"	"['309', '161']"	"yBtMFdDN"	"47"	"mrbrywhite"
"3594"	"Alexa trigger Movie Night (Wink)"	"['1186']"	"['333', '309']"	"BYjCQg4F"	"41"	"darkarena"
"3595"	"Wink sunrise simulator bedside lights"	"['92']"	"['309']"	"dWawTKS5"	"90"	"cbellingan"
"3596"	"Turn off lights when I leave home area"	"['41']"	"['309']"	"tN6ASHbu"	"31"	"jenllip"
"3598"	"Activate shortcut on Wink 15 minutes after sunrise"	"['89']"	"['309']"	"d3HqT9Qt"	"120"	"dkwatts"
"3600"	"When you enter or exit an area, turn lights on or off"	"['47']"	"['309']"	"NakPvtVM"	"4"	"ayantalukder"
"3601"	"Adjust Smart Light settings according to the time of day."	"['23']"	"['309']"	"rk93AbRJ"	"112"	"royport"
"3602"	"Turn off Outside lights with Wink when the sun is bright."	"['243']"	"['309']"	"GSrgwc5K"	"12"	"jeremycobert"
"3603"	"When Nest sets to away mode, lock doors + turn off lights"	"['60']"	"['309']"	"D9buJ7p5"	"250"	"wink"
"3604"	"Ask Alexa to turn off your GE oven"	"['1186']"	"['1465']"	"kNsmfZpB"	"141"	"GE Appliances Cooking"
"3605"	"Turn on Sabbath mode with Alexa"	"['1186']"	"['1466']"	"mqSRHDas"	"4"	"geappliances"
"3607"	"Make sure your oven is off after 11pm"	"['23']"	"['1465']"	"qmEdLiuH"	"36"	"geappliances"
"3608"	"Turn your GE oven off when you leave home"	"['41']"	"['1465']"	"NxaMJAds"	"14"	"geappliances"
"3609"	"Send a Pushover notification when your oven is preheated"	"['1468']"	"['1469']"	"CzBx2y49"	"2"	"geappliances"
"3610"	"Turn on your HVAC fan to circulate air after using the oven"	"['1470']"	"['879']"	"XeLruJZn"	"5"	"geappliances"
"3611"	"Flash your Philips Hue lights when your oven is done cooking"	"['1471']"	"['63']"	"F68bfwgK"	"31"	"geappliances"
"3612"	"Signal your Nest thermostat to turn on the HVAC fan when your oven is on"	"['1467']"	"['879']"	"qkib6VTK"	"12"	"geappliances"
"3615"	"Tell Amazon Alexa to Open Garage"	"['1186']"	"['327']"	"ZCyEdBMY"	"247"	"Garadget"
